calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
19124,17154,2019-04-05,,2,,,,heifers
19104,17160,2019-03-31,,2,,,,heifers
19184,17161,2019-04-24,,2,,,,heifers
19998,17164,2019-03-14,1,1,,,,heifers
19209,17167,2019-04-27,,2,,,,heifers
,17172,,,0,,,,heifers
19013,17174,2019-03-14,1,1,,,,heifers
19215,17179,2019-04-30,,2,,,,heifers
19154,17187,2019-04-15,,2,,,,heifers
19203,17189,2019-04-25,,2,,,,heifers
,17192,,,0,,,,heifers
19135,17198,2019-04-08,,2,,,,heifers
19033,17199,2019-03-17,,2,,,,heifers
,17205,,,0,,,,heifers
19001,17206,2019-03-06,,1,,,,heifers
19012,17209,2019-03-14,,1,,,,heifers
19117,17213,2019-04-04,,2,,,,heifers
,17217,,,0,,,,heifers
,17221,,,0,,,,heifers
,17223,,,0,,,,heifers
,17231,,,0,,,,heifers
,17233,,,0,,,,heifers
,17244,,,0,,,,heifers
,17245,,,0,,,,heifers
,17254,,,0,,,,heifers
19107,17257,2019-04-02,,2,,,,heifers
19109,17262,2019-04-02,,2,,,,heifers
,17266,,,,1,,,heifers
19219,17268,2019-05-03,,2,,,,heifers
19165,17275,2019-04-17,1,2,,,,heifers
,16575,,,0,,,,threes
,16571,,,0,,,,threes
19206,16533,2019-04-29,,2,,,,threes
19021,16531,2019-03-17,,1,,,,threes
19089,16503,2019-03-29,,2,,,,threes
,16495,,,0,,,,threes
19996,16485,2019-03-15,1,1,,,,threes
19997,16477,2019-03-15,1,1,,,,threes
,16475,,,0,,,,threes
,16463,,,0,,,,threes
,16455,,,0,,,,threes
19197,16453,2019-04-25,,2,,,,threes
19072,16431,2019-03-26,,2,,1,,threes
19994,16431,2019-03-26,1,,,,,threes
,16429,,,0,,,,threes
19167,16425,2019-04-19,,2,,,,threes
19094,16421,2019-04-01,,2,,,,threes
19125,16397,2019-04-08,,2,,,,threes
,16391,,,0,,,,threes
,16367,,,0,,,,threes
19129,16363,2019-04-06,,2,,,,threes
19007,16351,2019-03-10,,1,,,,threes
,16345,,,0,,,,threes
19073,16331,2019-03-26,,2,,,,threes
,16329,,,0,,,,threes
19009,16319,2019-03-12,,1,,,,threes
19093,16311,2019-04-01,,2,,,,threes
,16307,,,0,,,,threes
19127,16303,2019-04-07,,2,,,,threes
,16287,,,0,,,,threes
19139,16283,2019-04-14,,2,,,,threes
,16281,,,0,,,,threes
19217,16279,2019-05-02,,2,,,,threes
,16261,,,0,,,,threes
,16249,,,0,,,,threes
,16233,,,0,,,,threes
,16217,,,2,,,,threes
19187,16207,2019-04-22,,2,,,,threes
,16205,,,0,,,,threes
,16199,,,0,,,,threes
,16197,,,0,,,,threes
19202,16169,2019-04-26,,2,,,,threes
,16159,,,0,,,,threes
19059,16147,2019-03-25,,2,,,,threes
,16145,,,0,,,,threes
,16141,,,0,,,,threes
19051,16133,2019-03-23,,2,,,,threes
19152,16129,2019-04-16,,2,,,,threes
19178,16125,2019-04-22,,2,,,,threes
,16117,,,0,,,,threes
,16111,,,0,,,,threes
19083,16103,2019-03-28,,2,,,,threes
19028,16097,2019-03-17,,1,,,,threes
,16083,2019-03-14,,1,,,,threes
,16065,,,2,,,,threes
19177,16061,2019-04-22,,2,,,,threes
,16047,,,0,,,,threes
,16045,,,0,,,,threes
19216,16037,2019-05-02,,2,,,,threes
,16031,,,0,,,,threes
19244,16029,2019-05-15,,2,,,,threes
,16027,,,0,,,,threes
19006,16015,2019-03-11,,1,,,,threes
19023,16013,2019-03-17,,1,,,,threes
19024,15533,2019-03-16,,1,,,,youngs
19188,15521,2019-04-21,,2,,,,youngs
19025,15515,2019-03-18,,1,,,,youngs
19052,15511,2019-03-23,,1,,,,youngs
19201,15501,2019-04-23,,,,1,,youngs
19191,15501,2019-04-23,,2,,,,youngs
19200,15487,2019-04-26,,2,,,,youngs
19242,15485,2019-05-14,,2,,,,youngs
19014,15471,2019-03-14,,1,,,,youngs
,15469,,,0,,,,youngs
19121,15461,2019-04-04,,1,,,,youngs
19189,15439,2019-04-23,,2,,,,youngs
19240,15419,2019-05-12,1,2,,,,youngs
19190,15409,2019-04-24,,0,,,,youngs
19186,15407,2019-04-24,,2,,,,youngs
19207,15405,2019-04-28,,2,,,,youngs
,15397,,,0,,,,youngs
19016,15371,2019-03-13,,1,,,,youngs
,15365,,,0,,,,youngs
19005,15355,2019-03-11,,1,,,,youngs
19153,15343,2019-04-16,,2,,,,youngs
19019,15339,2019-03-16,,2,,,,youngs
19212,15333,2019-04-30,,2,,,,youngs
,15323,,,,,,,youngs
19082,15313,2019-03-28,,2,,,,youngs
19128,15305,2019-04-07,,2,,,,youngs
19017,15293,2019-03-15,,1,,,,youngs
19003,15283,2019-03-11,,1,,,,youngs
19118,15281,2019-04-04,,2,,,,youngs
19020,15279,2019-03-18,,1,,,,youngs
19086,15269,2019-03-27,,,,1,,youngs
19087,15269,2019-03-27,,2,,,,youngs
,15247,,,,1,,,youngs
19999,15213,2019-03-09,1,1,,,,youngs
,15209,,,0,,,,youngs
19018,15205,2019-03-15,,1,,,,youngs
19220,15163,2019-05-05,,2,,,,youngs
,15155,,,0,,,,youngs
,15151,,,0,,,,youngs
19176,15147,2019-04-21,,2,,,,youngs
19151,15129,2019-04-16,,2,,,,youngs
,15121,,,0,,,,youngs
,15115,,,0,,,,youngs
19022,15109,2019-03-18,,1,,,,youngs
,15107,,,,1,,,youngs
19120,15101,2019-04-04,,2,,,,youngs
19004,15089,2019-03-10,,1,,,,youngs
,15087,,,0,,,,youngs
19208,15079,2019-04-27,,2,,,,youngs
,15071,,,0,,,,youngs
,15067,,,0,,,,youngs
,15065,,,0,,,,youngs
19110,15059,2019-04-03,,2,,,,youngs
19119,15057,2019-04-04,,2,,,,youngs
19010,15033,2019-03-12,,1,,,,youngs
19008,15021,2019-03-11,,1,,,,youngs
,15017,,,0,,,,youngs
19116,14477,2019-04-03,,1,,,,youngs
19097,14465,2019-03-31,1,1,,,,youngs
19229,14439,2019-05-10,,2,,,,youngs
,14437,,,0,,,,youngs
19224,14421,2019-05-05,,2,,,,youngs
19210,14417,2019-05-01,,2,,,,youngs
19225,14405,2019-05-09,,2,,,,youngs
19126,14389,2019-04-06,,1,,,,youngs
,14377,,,0,,,,youngs
,14371,,,,1,,,youngs
,14363,,,0,,,,youngs
19238,14359,2019-05-13,,2,,,,youngs
19239,14359,2019-05-13,,2,,1,,youngs
19166,14345,2019-04-19,,2,,,,youngs
19058,14325,2019-03-26,,1,,,,youngs
,14309,,,0,,,,youngs
19071,14289,2019-03-26,,1,,,,youngs
19098,14283,2019-03-30,,1,,,,youngs
,14245,,,0,,,,youngs
19048,14215,2019-03-22,,1,,,,youngs
19079,14211,2019-03-27,,1,,,,youngs
19138,14199,2019-04-14,,2,,,,youngs
19175,14189,2019-04-21,,2,,,,youngs
19099,14185,2019-04-02,1,1,,,,youngs
19173,14179,2019-04-21,,2,,,,youngs
19047,14149,2019-03-20,,1,,,,youngs
19096,14139,2019-03-30,,1,,,,youngs
19185,14129,2019-04-23,,2,,,,youngs
,14125,,,0,,,,youngs
19172,14111,2019-04-20,,2,,,,youngs
19095,14107,2019-03-30,,1,,,,youngs
19226,14099,2019-05-09,,2,,,,youngs
19174,14091,2019-04-20,,2,,,,youngs
,14083,,,0,,,,youngs
19078,14061,2019-03-27,,1,,,,youngs
19245,14057,2019-05-17,,2,,,,youngs
19211,14051,2019-05-01,,2,,,,youngs
,4019,,,2,,,1,olds
,5087,,,0,,,,olds
,5207,,,0,,,,olds
19243,5421,2019-05-15,,2,,,,olds
,5465,,,0,,,,olds
,6488,,,,1,,,olds
19044,6617,2019-03-21,,1,,,,olds
19084,6685,2019-03-28,,1,,,,olds
19235,6697,2019-05-13,,2,,,,olds
19231,6833,2019-05-12,,2,,,,olds
19032,6867,2019-03-17,,1,,,,olds
19038,7058,2019-03-19,,1,,,,olds
,7103,,,,1,,,olds
19247,7120,2019-05-21,,2,,,,olds
19026,7135,2019-03-14,,,,1,,olds
19027,7135,2019-03-14,,1,,,,olds
19077,7281,2019-03-23,,1,,,,olds
19092,7361,2019-03-29,,2,,,,olds
19143,7389,2019-04-15,,2,,,,olds
19029,8408,2019-03-18,,1,,,,olds
19146,8505,2019-04-15,,2,,,,olds
19043,8555,2019-03-21,,2,,,,olds
19140,8560,2019-04-14,,2,,,,olds
19063,8613,2019-03-24,,2,,,,olds
19147,8707,2019-04-14,,2,,,,olds
19035,8783,2019-03-17,,,,1,,olds
19036,8783,2019-03-17,,1,,,,olds
19070,9045,2019-03-25,,2,,,,olds
19075,9163,2019-03-26,,1,,,,olds
19050,9981,2019-03-22,,,1,,,olds
19993,9991,2019-04-16,1,2,,,,olds
19246,10011,2019-05-19,,2,,,,olds
19040,10025,2019-03-20,1,2,,,,olds
,10043,,,0,,,1,olds
19221,10051,2019-05-06,,2,,,,olds
19030,10059,2019-03-17,,,,1,,olds
19031,10059,2019-03-17,,2,,,,olds
19213,10075,2019-04-28,,2,,,,olds
,10079,,,0,,,,olds
19054,10121,2019-03-23,,1,,,,olds
,10135,,,,1,,,olds
19134,10183,2019-04-10,,2,,,,olds
19148,10189,2019-04-12,1,2,,,,olds
19227,10259,2019-05-08,,2,,,,olds
19060,10269,2019-03-26,,1,,,,olds
19214,10341,2019-04-28,,2,,,,olds
19141,10387,2019-04-12,,2,,,,olds
19163,10395,2019-04-16,,2,,,,olds
19241,10455,2019-05-14,,2,,,,olds
,10483,,,0,,,,olds
,10493,,,0,,,,olds
19122,11019,2019-04-05,,1,,,,olds
,11031,,,0,,,,olds
19049,11043,2019-03-22,,1,,,,olds
19236,11093,2019-05-12,,2,,,,olds
19067,11097,2019-03-26,,1,,,,olds
19090,11161,2019-03-29,,1,,,,olds
19198,11171,2019-04-26,,2,,,,olds
19065,11197,2019-03-26,,2,,,,olds
19057,11205,2019-03-23,,1,,,,olds
19091,11209,2019-03-29,,1,,,,olds
19195,11237,2019-04-21,,2,,,,olds
19046,11275,2019-03-21,,1,,,,olds
,11279,,,,1,,,olds
19170,11283,2019-04-19,,2,,,,olds
19218,11311,2019-05-02,,2,,,,olds
,11343,,,0,,,,olds
,11375,,,,1,,,olds
19155,12023,2019-04-16,,2,,,,olds
19144,12029,2019-04-15,,2,,,,olds
19162,12039,2019-04-16,,2,,,,olds
19080,12043,2019-03-27,,1,,,,olds
,12055,,,0,,,,olds
19039,12091,2019-03-19,,1,,,,olds
19164,12107,2019-04-18,,2,,,,olds
19159,12111,2019-04-18,1,2,,,,olds
19234,12125,2019-05-12,,2,,,,olds
19199,12129,2019-04-26,,2,,,,olds
19232,12133,2019-05-12,,2,,,,olds
,12167,,,0,,,,olds
19100,12173,2019-03-31,,1,,,,olds
19076,12175,2019-03-26,,1,,,,olds
19103,12203,2019-04-01,,1,,,,olds
19233,12223,2019-05-11,,2,,,,olds
19112,12289,2019-04-01,,1,,,,olds
19111,12325,2019-04-03,,1,,,,olds
19237,12357,2019-05-12,,2,,,,olds
19161,12359,2019-04-17,,2,,,,olds
19055,12377,2019-03-23,,1,,,,olds
19102,12389,2019-03-31,,1,,,,olds
19194,12405,2019-04-20,,2,,,,olds
19193,12447,2019-04-20,,2,,,,olds
19037,13007,2019-03-16,,1,,,,olds
19042,13021,2019-03-19,,1,,,,olds
,13033,,,0,,,,olds
19062,13037,2019-03-25,,1,,,,olds
19222,13049,2019-05-04,,2,,,,olds
19066,13067,2019-03-25,,1,,,,olds
19041,13085,2019-03-21,,1,,,,olds
19157,13121,2019-04-17,,2,,,,olds
19064,13139,2019-03-24,,1,,,,olds
19169,13143,2019-04-19,,2,,,,olds
19045,13149,2019-03-21,,1,,,,olds
19068,13155,2019-03-26,,2,,,,olds
19142,13197,2019-04-13,,2,,,,olds
19114,13211,2019-04-02,,2,,,,olds
19145,13217,2019-04-12,,2,,,1,olds
,13223,,,,1,,,olds
19074,13241,2019-03-26,,1,,,,olds
,13253,,,0,,,,olds
19160,13255,2019-04-18,,2,,,,olds
19069,13277,2019-03-25,,1,,,,olds
19113,13285,2019-03-31,,1,,,,olds
19061,13293,2019-03-24,,1,,,,olds
19196,13329,2019-04-20,,2,,,,olds
19115,13333,2019-04-03,,1,,,,olds
19156,13337,2019-04-16,,2,,,,olds
,13343,,,0,,,,olds
19101,13351,2019-04-02,,1,,,,olds
19168,13359,2019-04-19,,2,,,,olds
19158,13365,2019-04-17,,2,,,,olds
19053,13379,2019-03-24,,,,1,,olds
19056,13379,2019-03-24,,1,,,,olds
19991,13387,2019-05-19,1,2,,,,olds
